Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
-0.037469309,38.00193877,0.0013666,0.495236474,-734.2208691,28.76702847,0.000170147,-0.122192616,0.013512648
-0.035987548,38.02785396,0.001314875,0.495255057,-734.5558263,28.58774581,0.000194941,-0.123214066,0.012192407
-0.034567881,38.05375978,0.001263952,0.495272817,-734.8910045,28.40831282,0.000186693,-0.124231754,0.010838629
-0.033207977,38.07965618,0.001213825,0.495289716,-735.2263928,28.22873763,0.000149804,-0.125246829,0.009459002
-0.031905038,38.10554309,0.001164483,0.495305702,-735.5620016,28.04901903,0.000119775,-0.126262313,0.008053246
-0.030655817,38.13142046,0.001115909,0.49532071,-735.8978266,27.86916556,0.000130851,-0.127282844,0.006625092
-0.029456684,38.15728823,0.001068076,0.495334663,-736.2338749,27.68916963,0.000157528,-0.128304371,0.00517083
-0.028303685,38.18314634,0.001020946,0.495347475,-736.5701381,27.50903442,0.000166034,-0.129324849,0.00369219
-0.027192625,38.20899474,0.000974471,0.495359047,-736.9066213,27.32875274,0.000123274,-0.130339657,0.00218723
-0.026119101,38.23483336,0.000928596,0.495369275,-737.2433189,27.1483374,7.65361E-05,-0.131356754,0.000654954
-0.025078549,38.26066216,0.00088325,0.495378042,-737.5802392,26.96778835,6.22651E-05,-0.132379261,-0.000899721
-0.02406625,38.28648106,0.000838358,0.495385228,-737.9173835,26.7871099,7.38335E-05,-0.13341087,-0.002480566
-0.023077349,38.31229002,0.000793835,0.495390703,-738.2547481,26.60629999,8.35554E-05,-0.134447398,-0.004074263
-0.022106855,38.33808897,0.000749592,0.495394332,-738.5923373,26.42535691,7.73087E-05,-0.135488679,-0.005676997
-0.021149595,38.36387786,0.000705537,0.495395977,-738.9301455,26.24428279,6.50339E-05,-0.136533228,-0.007281296
-0.020200276,38.38965662,0.000661583,0.495395494,-739.2681782,26.06307812,5.00638E-05,-0.137583399,-0.008883776
-0.019253542,38.4154252,0.000617647,0.495392743,-739.6064322,25.88174619,2.83955E-05,-0.138639955,-0.010485664
-0.018304101,38.44118353,0.000573654,0.495387581,-739.9449113,25.70028903,7.46019E-06,-0.139705792,-0.012084141
-0.017346825,38.46693156,0.000529535,0.495379871,-740.2836157,25.51870961,5.30016E-06,-0.140783,-0.013688225
-0.016376853,38.49266921,0.000485231,0.495369476,-740.6225474,25.33700739,1.86462E-05,-0.141871268,-0.015293402
-0.015389661,38.51839643,0.000440687,0.495356266,-740.9617048,25.15518119,2.79822E-05,-0.142968157,-0.016896613
-0.014381002,38.54411315,0.000395852,0.495340115,-741.3010876,24.97322976,4.14961E-06,-0.144071736,-0.018494582
-0.01334689,38.56981931,0.000350681,0.4953209,-741.6406952,24.79115708,-2.77585E-05,-0.145184487,-0.020081505
-0.012283587,38.59551485,0.00030513,0.495298508,-741.9805293,24.60896783,-3.68898E-05,-0.146310631,-0.021665956
-0.01118766,38.6211997,0.000259162,0.49527283,-742.3205933,24.42666092,-7.4476E-06,-0.147450026,-0.023241281
-0.010056057,38.64687379,0.000212739,0.495243765,-742.660886,24.24423284,2.27927E-05,-0.148598213,-0.02480961
-0.008886062,38.67253707,0.000165827,0.495211221,-743.0014044,24.06168031,9.21028E-06,-0.149750167,-0.026370347
-0.007675323,38.69818945,0.000118393,0.495175114,-743.3421465,23.87900646,-3.51294E-05,-0.150906807,-0.027919309
-0.006421831,38.72383088,7.04059E-05,0.495135366,-743.6831139,23.69621771,-6.78784E-05,-0.152073707,-0.029468694
-0.005123955,38.74946129,2.18357E-05,0.49509191,-744.0243136,23.51331549,-4.83743E-05,-0.153254547,-0.031009745
-0.003780472,38.77508061,-2.73476E-05,0.495044685,-744.3657423,23.33029857,-1.90953E-05,-0.154445844,-0.032544389
-0.002390447,38.80068878,-7.71724E-05,0.494993639,-744.7074003,23.1471621,-5.26121E-06,-0.155642471,-0.034068794
-0.000953232,38.82628572,-0.000127665,0.494938726,-745.0492841,22.9639057,-1.34017E-05,-0.15684155,-0.035576085
0.000531607,38.85187137,-0.000178848,0.494879908,-745.3913945,22.78053002,-2.31368E-05,-0.158042927,-0.037075432
0.00206425,38.87744566,-0.000230738,0.494817157,-745.7337308,22.59703766,-4.06332E-05,-0.159247676,-0.038557775
0.003644578,38.90300853,-0.000283348,0.49475045,-746.0762934,22.41343042,-6.09562E-05,-0.160456492,-0.04002874
0.005272223,38.92855989,-0.000336683,0.494679773,-746.4190872,22.22971045,-7.33922E-05,-0.16167251,-0.041491445
0.006946497,38.9540997,-0.000390744,0.494605121,-746.7621087,22.0458803,-6.60493E-05,-0.162895237,-0.042941513
0.008666435,38.97962787,-0.000445528,0.494526493,-747.105363,21.86193705,-5.56146E-05,-0.164123462,-0.044390674
0.010430811,39.00514434,-0.000501026,0.494443897,-747.4488447,21.6778816,-5.54156E-05,-0.165354196,-0.045830689
0.012238136,39.03064904,-0.000557228,0.494357344,-747.792557,21.49371199,-6.42782E-05,-0.166586135,-0.047263515
0.014086802,39.05614191,-0.000614123,0.494266851,-748.136496,21.30943245,-7.56605E-05,-0.16782003,-0.048691108
0.015975055,39.08162288,-0.000671694,0.494172441,-748.4806669,21.12504086,-9.81329E-05,-0.169055159,-0.050107211
0.017901052,39.10709187,-0.000729924,0.494074138,-748.8250652,20.94054599,-0.000124032,-0.170295996,-0.051525247
0.019862836,39.13254884,-0.000788794,0.493971972,-749.1696941,20.75594741,-0.000136746,-0.171542419,-0.052942307
0.021858282,39.15799371,-0.000848285,0.493865975,-749.514563,20.57124502,-0.000124543,-0.172797483,-0.054356708
0.023885219,39.18342641,-0.000908375,0.493756182,-749.8596608,20.38644083,-0.000114938,-0.174056528,-0.055773691
0.025941452,39.20884689,-0.000969045,0.493642628,-750.2049957,20.20153,-0.000139268,-0.175317859,-0.057182236
0.028024822,39.23425508,-0.001030271,0.493525351,-750.5505576,20.01652265,-0.000181429,-0.176584264,-0.058590171
0.030133251,39.25965091,-0.00109203,0.493404388,-750.8963603,19.83141611,-0.000209293,-0.177858713,-0.059998202
0.032264643,39.28503434,-0.001154296,0.493279779,-751.2423948,19.64622382,-0.000182999,-0.179147404,-0.061405351
0.034416924,39.31040528,-0.001217043,0.493151564,-751.5886684,19.46093315,-0.000152437,-0.180441336,-0.062830743
0.036587956,39.33576369,-0.001280246,0.49301978,-751.935185,19.27554126,-0.00014707,-0.181738522,-0.064262883
0.038775557,39.36110951,-0.001343881,0.492884466,-752.2819288,19.09005263,-0.000162406,-0.183034123,-0.065699226
0.040977742,39.38644267,-0.001407929,0.492745656,-752.6289136,18.90446371,-0.000179949,-0.18433018,-0.067139749
0.043192725,39.41176312,-0.001472368,0.492603383,-752.9761268,18.71878507,-0.000205081,-0.185628654,-0.068576789
0.045418937,39.4370708,-0.001537176,0.492457677,-753.3235841,18.53300989,-0.000232001,-0.186929669,-0.070022538
0.047654955,39.46236564,-0.00160233,0.492308567,-753.671272,18.34715551,-0.000253105,-0.188240702,-0.071475973
0.049899378,39.4876476,-0.001667808,0.492156082,-754.0191983,18.16121512,-0.000266604,-0.189558122,-0.072930999
0.05215094,39.51291661,-0.001733586,0.492000244,-754.3673786,17.97518866,-0.000276404,-0.190887846,-0.074399353
