Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,Vehicle_States.side_slip,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
9.02731E-05,41.65552726,-4.16904E-06,-2.30464E-06,2.16714E-06,-49.60824815,0,0,-1.64082E-05,1.49118E-05
8.95923E-05,41.67514836,-4.16103E-06,-2.29867E-06,2.14978E-06,-50.02472312,0,0,-1.63227E-05,1.47213E-05
8.88845E-05,41.69476491,-4.15189E-06,-2.29175E-06,2.13179E-06,-50.44139441,0,0,-1.62308E-05,1.45245E-05
8.81561E-05,41.71437691,-4.14179E-06,-2.28403E-06,2.11333E-06,-50.85826197,0,0,-1.61329E-05,1.43235E-05
8.74136E-05,41.73398435,-4.13091E-06,-2.27562E-06,2.09454E-06,-51.27532576,0,0,-1.60294E-05,1.41205E-05
8.66628E-05,41.75358721,-4.11942E-06,-2.26666E-06,2.07558E-06,-51.69258574,0,0,-1.59205E-05,1.39172E-05
8.59096E-05,41.77318548,-4.10749E-06,-2.25726E-06,2.05657E-06,-52.11004188,0,0,-1.58066E-05,1.37154E-05
8.51594E-05,41.79277915,-4.09534E-06,-2.24755E-06,2.03766E-06,-52.52769411,0,0,-1.56879E-05,1.3517E-05
8.44177E-05,41.81236819,-4.08315E-06,-2.23764E-06,2.01897E-06,-52.94554241,0,0,-1.5565E-05,1.33237E-05
8.36894E-05,41.83195261,-4.07111E-06,-2.22765E-06,2.00061E-06,-53.36358671,0,0,-1.5438E-05,1.31372E-05
8.29793E-05,41.85153238,-4.05935E-06,-2.21769E-06,1.98271E-06,-53.78182698,0,0,-1.53073E-05,1.29589E-05
8.22915E-05,41.87110749,-4.04799E-06,-2.20787E-06,1.96535E-06,-54.20026316,0,0,-1.51732E-05,1.27903E-05
8.16301E-05,41.89067793,-4.03709E-06,-2.19828E-06,1.94865E-06,-54.6188952,0,0,-1.50361E-05,1.26328E-05
8.09987E-05,41.91024368,-4.02671E-06,-2.18901E-06,1.93267E-06,-55.03772306,0,0,-1.48962E-05,1.24874E-05
8.04001E-05,41.92980471,-4.01686E-06,-2.18016E-06,1.91749E-06,-55.45674668,0,0,-1.4754E-05,1.23553E-05
7.9837E-05,41.94936103,-4.00754E-06,-2.17179E-06,1.90318E-06,-55.87596601,0,0,-1.46096E-05,1.22371E-05
7.93117E-05,41.9689126,-3.99871E-06,-2.16399E-06,1.88977E-06,-56.29538099,0,0,-1.44634E-05,1.21337E-05
7.8826E-05,41.98845942,-3.99033E-06,-2.15681E-06,1.87733E-06,-56.71499159,0,0,-1.43156E-05,1.20457E-05
7.8381E-05,42.00800146,-3.98234E-06,-2.1503E-06,1.86586E-06,-57.13479773,0,0,-1.41666E-05,1.19733E-05
7.79779E-05,42.02753871,-3.97468E-06,-2.14451E-06,1.8554E-06,-57.55479938,0,0,-1.40165E-05,1.19169E-05
7.76169E-05,42.04707114,-3.96729E-06,-2.13946E-06,1.84595E-06,-57.97499647,0,0,-1.38655E-05,1.18765E-05
7.72982E-05,42.06659875,-3.96011E-06,-2.1352E-06,1.83752E-06,-58.39538895,0,0,-1.37139E-05,1.1852E-05
7.70217E-05,42.08612151,-3.95317E-06,-2.13171E-06,1.8301E-06,-58.81597677,0,0,-1.35617E-05,1.18433E-05
7.67867E-05,42.10563941,-3.94646E-06,-2.12903E-06,1.82367E-06,-59.23675987,0,0,-1.34091E-05,1.18501E-05
7.65924E-05,42.12515242,-3.93999E-06,-2.12714E-06,1.81821E-06,-59.6577382,0,0,-1.32561E-05,1.18719E-05
7.64376E-05,42.14466052,-3.93377E-06,-2.12603E-06,1.8137E-06,-60.0789117,0,0,-1.3103E-05,1.19084E-05
7.63211E-05,42.1641637,-3.92782E-06,-2.12569E-06,1.81009E-06,-60.50028033,0,0,-1.29496E-05,1.1959E-05
7.62415E-05,42.18366194,-3.92222E-06,-2.12609E-06,1.80737E-06,-60.92184402,0,0,-1.2796E-05,1.20231E-05
7.6197E-05,42.20315521,-3.91703E-06,-2.12721E-06,1.80548E-06,-61.34360272,0,0,-1.26423E-05,1.20998E-05
7.61855E-05,42.2226435,-3.91231E-06,-2.12901E-06,1.80438E-06,-61.76555638,0,0,-1.24883E-05,1.21885E-05
7.6205E-05,42.24212679,-3.90811E-06,-2.13145E-06,1.804E-06,-62.18770494,0,0,-1.23341E-05,1.22882E-05
7.62528E-05,42.26160505,-3.90447E-06,-2.13447E-06,1.8043E-06,-62.61004835,0,0,-1.21797E-05,1.2398E-05
7.63264E-05,42.28107827,-3.90141E-06,-2.13804E-06,1.80521E-06,-63.03258656,0,0,-1.20249E-05,1.2517E-05
7.64232E-05,42.30054642,-3.89895E-06,-2.14209E-06,1.80667E-06,-63.45531951,0,0,-1.18697E-05,1.26442E-05
7.65404E-05,42.32000949,-3.89709E-06,-2.14657E-06,1.80861E-06,-63.87824715,0,0,-1.17141E-05,1.27786E-05
7.66752E-05,42.33946746,-3.89581E-06,-2.15143E-06,1.81096E-06,-64.30136942,0,0,-1.15579E-05,1.29193E-05
7.68247E-05,42.3589203,-3.89507E-06,-2.1566E-06,1.81366E-06,-64.72468628,0,0,-1.1401E-05,1.30653E-05
7.69862E-05,42.37836799,-3.89485E-06,-2.16202E-06,1.81664E-06,-65.14819766,0,0,-1.12435E-05,1.32156E-05
7.71568E-05,42.39781052,-3.89507E-06,-2.16765E-06,1.81983E-06,-65.57190352,0,0,-1.10851E-05,1.33692E-05
7.73337E-05,42.41724786,-3.89568E-06,-2.17341E-06,1.82317E-06,-65.9958038,0,0,-1.09259E-05,1.35253E-05
7.75142E-05,42.43667999,-3.8966E-06,-2.17925E-06,1.82659E-06,-66.41989846,0,0,-1.07658E-05,1.36829E-05
7.76957E-05,42.4561069,-3.89777E-06,-2.18511E-06,1.83003E-06,-66.84418743,0,0,-1.06045E-05,1.38411E-05
7.78757E-05,42.47552856,-3.8991E-06,-2.19093E-06,1.83342E-06,-67.26867066,0,0,-1.04422E-05,1.3999E-05
7.80516E-05,42.49494495,-3.90053E-06,-2.19667E-06,1.83673E-06,-67.69334811,0,0,-1.02786E-05,1.41558E-05
7.82212E-05,42.51435605,-3.90198E-06,-2.20226E-06,1.83988E-06,-68.11821972,0,0,-1.01137E-05,1.43108E-05
7.83823E-05,42.53376185,-3.90339E-06,-2.20766E-06,1.84283E-06,-68.54328543,0,0,-9.94743E-06,1.44631E-05
7.8533E-05,42.55316232,-3.9047E-06,-2.21281E-06,1.84553E-06,-68.9685452,0,0,-9.7797E-06,1.46121E-05
7.86713E-05,42.57255744,-3.90584E-06,-2.21768E-06,1.84794E-06,-69.39399897,0,0,-9.61044E-06,1.47572E-05
7.87957E-05,42.59194719,-3.90678E-06,-2.22221E-06,1.85001E-06,-69.81964669,0,0,-9.43958E-06,1.48978E-05
7.89046E-05,42.61133156,-3.90748E-06,-2.22638E-06,1.85173E-06,-70.24548831,0,0,-9.26706E-06,1.50333E-05
7.89967E-05,42.63071052,-3.90789E-06,-2.23014E-06,1.85305E-06,-70.67152376,0,0,-9.09282E-06,1.51634E-05
7.9071E-05,42.65008405,-3.90799E-06,-2.23345E-06,1.85395E-06,-71.09775302,0,0,-8.91682E-06,1.52876E-05
7.91265E-05,42.66945213,-3.90776E-06,-2.2363E-06,1.85441E-06,-71.524176,0,0,-8.739E-06,1.54056E-05
7.91624E-05,42.68881475,-3.9072E-06,-2.23866E-06,1.85441E-06,-71.95079268,0,0,-8.55934E-06,1.55171E-05
7.91783E-05,42.70817188,-3.90628E-06,-2.2405E-06,1.85394E-06,-72.37760298,0,0,-8.37781E-06,1.56219E-05
7.91737E-05,42.72752351,-3.905E-06,-2.24181E-06,1.85299E-06,-72.80460686,0,0,-8.1944E-06,1.57199E-05
7.91485E-05,42.74686962,-3.90338E-06,-2.24257E-06,1.85156E-06,-73.23180427,0,0,-8.0091E-06,1.58111E-05
7.91028E-05,42.76621018,-3.90142E-06,-2.24279E-06,1.84966E-06,-73.65919515,0,0,-7.82191E-06,1.58953E-05
7.90365E-05,42.78554517,-3.89911E-06,-2.24244E-06,1.84727E-06,-74.08677944,0,0,-7.63285E-06,1.59726E-05
7.89501E-05,42.80487459,-3.89649E-06,-2.24152E-06,1.84442E-06,-74.5145571,0,0,-7.44195E-06,1.60432E-05
